ProcessID,ArrivalTime,BurstTime,Priority,GroupID
P86_45,41,1,4,86
P86_46,23,10,4,86
P86_47,30,2,1,86
P86_48,2,3,2,86
P86_49,16,15,4,86
P86_50,47,20,2,86
P87_1,9,18,1,87
P87_2,2,9,1,87
P87_3,17,3,2,87
P87_4,33,12,1,87
P87_5,41,8,3,87
P87_6,44,16,1,87
P87_7,26,11,3,87
P87_8,28,6,5,87
P87_9,33,10,4,87
P87_10,40,10,4,87
P87_11,37,1,4,87
P87_12,10,11,1,87
P87_13,18,16,2,87
P87_14,11,2,2,87
P87_15,49,9,3,87
P87_16,16,2,3,87
P87_17,39,3,1,87
P87_18,7,8,2,87
P87_19,35,9,2,87
P87_20,13,7,2,87
P87_21,43,8,1,87
P87_22,45,13,3,87
P87_23,50,10,1,87
P87_24,49,18,3,87
P87_25,27,3,5,87
P87_26,41,6,3,87
P87_27,14,17,2,87
P87_28,34,13,5,87
P87_29,23,5,2,87
P87_30,28,9,5,87
P87_31,33,5,1,87
P87_32,28,10,5,87
P87_33,15,6,2,87
P87_34,14,9,2,87
P87_35,10,19,1,87
P87_36,43,15,5,87
P87_37,37,9,4,87
P87_38,43,13,3,87
P87_39,28,6,2,87
P87_40,9,3,2,87
P87_41,49,7,3,87
P87_42,1,8,5,87
P87_43,43,16,1,87
P87_44,20,13,3,87
P87_45,44,20,5,87
P87_46,3,19,4,87
P87_47,0,3,5,87
P87_48,25,6,3,87
P87_49,24,13,2,87
P87_50,17,4,2,87
P88_1,38,5,1,88
P88_2,42,3,3,88
P88_3,8,15,5,88
P88_4,36,10,4,88
P88_5,11,10,5,88
P88_6,32,14,5,88
P88_7,44,5,3,88
P88_8,10,18,5,88
P88_9,5,1,3,88
P88_10,15,9,3,88
P88_11,14,2,3,88
P88_12,23,18,4,88
P88_13,49,1,4,88
P88_14,38,13,2,88
P88_15,38,18,4,88
P88_16,4,4,1,88
P88_17,39,10,5,88
P88_18,23,12,4,88
P88_19,14,19,4,88
P88_20,41,12,2,88
P88_21,29,3,3,88
P88_22,43,9,1,88
P88_23,6,3,3,88
P88_24,31,16,2,88
P88_25,33,8,5,88
P88_26,9,17,2,88
P88_27,45,12,3,88
P88_28,0,1,1,88
P88_29,50,5,3,88
P88_30,45,15,3,88
P88_31,27,8,4,88
P88_32,36,13,4,88
P88_33,6,18,5,88
P88_34,33,10,1,88
P88_35,43,2,3,88
P88_36,36,7,3,88
P88_37,18,18,3,88
P88_38,3,4,3,88
P88_39,43,11,4,88
P88_40,44,15,1,88
P88_41,46,3,3,88
P88_42,14,1,1,88
P88_43,13,10,3,88
P88_44,16,12,1,88
P88_45,25,17,5,88
P88_46,34,11,3,88
P88_47,7,7,4,88
P88_48,39,20,5,88
P88_49,47,15,4,88
P88_50,42,19,1,88
P89_1,39,15,3,89
P89_2,40,20,3,89
P89_3,1,7,3,89
P89_4,45,14,2,89
P89_5,17,16,4,89
P89_6,10,13,4,89
P89_7,27,20,2,89
P89_8,17,7,2,89
P89_9,20,3,4,89
P89_10,39,5,3,89
P89_11,35,2,5,89
P89_12,42,2,3,89
P89_13,4,14,4,89
P89_14,7,18,4,89
P89_15,7,17,2,89
P89_16,49,10,3,89
P89_17,0,6,1,89
P89_18,32,2,5,89
P89_19,33,17,3,89
P89_20,15,1,5,89
P89_21,48,16,1,89
P89_22,8,17,5,89
P89_23,6,3,5,89
P89_24,29,15,3,89
P89_25,40,4,4,89
P89_26,7,4,3,89
P89_27,21,1,3,89
P89_28,20,6,1,89
P89_29,27,14,2,89
P89_30,16,16,1,89
P89_31,0,1,1,89
P89_32,22,11,5,89
P89_33,30,14,2,89
P89_34,28,4,5,89
P89_35,17,15,4,89
P89_36,39,17,5,89
P89_37,33,8,3,89
P89_38,36,11,3,89
P89_39,42,1,3,89
P89_40,39,11,1,89
P89_41,19,3,5,89
P89_42,20,20,4,89
P89_43,23,16,1,89
P89_44,17,17,4,89
P89_45,25,14,3,89
P89_46,20,19,2,89
P89_47,21,7,5,89
P89_48,21,16,5,89
P89_49,24,6,2,89
P89_50,3,13,2,89
P90_1,9,5,2,90
P90_2,30,6,5,90
P90_3,41,16,4,90
P90_4,0,18,2,90
P90_5,35,7,3,90
P90_6,30,17,4,90
P90_7,27,10,1,90
P90_8,46,18,5,90
P90_9,19,6,5,90
P90_10,35,9,2,90
P90_11,35,3,4,90
P90_12,32,14,5,90
P90_13,39,7,4,90
P90_14,14,12,3,90
P90_15,47,4,1,90
P90_16,41,12,1,90
P90_17,14,5,5,90
P90_18,46,8,4,90
P90_19,18,13,3,90
P90_20,20,18,5,90
P90_21,25,3,5,90
P90_22,20,1,4,90
P90_23,17,15,3,90
P90_24,29,15,4,90
P90_25,34,7,5,90
P90_26,47,5,3,90
P90_27,24,17,3,90
P90_28,19,19,5,90
P90_29,36,12,1,90
P90_30,34,19,2,90
P90_31,14,3,1,90
P90_32,10,9,1,90
P90_33,22,18,3,90
P90_34,46,15,3,90
P90_35,7,4,4,90
P90_36,36,11,2,90
P90_37,0,12,4,90
P90_38,22,18,1,90
P90_39,19,17,5,90
P90_40,36,16,5,90
P90_41,24,18,1,90
P90_42,5,16,5,90
P90_43,22,13,3,90
P90_44,24,3,4,90
P90_45,29,13,3,90
P90_46,47,8,3,90
P90_47,37,19,4,90
P90_48,29,1,2,90
P90_49,14,2,2,90
P90_50,26,16,2,90
P91_1,30,8,4,91
P91_2,30,7,1,91
P91_3,32,18,3,91
P91_4,6,6,5,91
P91_5,39,3,4,91
P91_6,32,18,1,91
P91_7,13,7,3,91
P91_8,32,2,5,91
P91_9,50,8,2,91
P91_10,44,5,4,91
P91_11,18,1,3,91
P91_12,35,18,3,91
P91_13,0,20,1,91
P91_14,4,20,1,91
P91_15,21,7,5,91
P91_16,2,1,3,91
P91_17,2,16,1,91
P91_18,22,7,3,91
P91_19,36,9,5,91
P91_20,16,15,3,91
P91_21,25,4,5,91
P91_22,49,7,4,91
P91_23,25,2,2,91
P91_24,17,14,3,91
P91_25,2,19,4,91
P91_26,30,13,5,91
P91_27,5,19,5,91
P91_28,22,17,2,91
P91_29,24,2,2,91
P91_30,23,1,3,91
P91_31,30,5,4,91
P91_32,27,14,3,91
P91_33,7,8,3,91
P91_34,9,10,4,91
P91_35,44,3,1,91
P91_36,8,3,1,91
P91_37,35,4,3,91
P91_38,36,12,2,91
P91_39,14,14,4,91
P91_40,49,8,2,91
P91_41,17,19,2,91
P91_42,28,5,2,91
P91_43,24,17,2,91
P91_44,21,12,4,91
P91_45,13,18,2,91
P91_46,47,14,3,91
P91_47,17,6,5,91
P91_48,46,17,1,91
P91_49,34,13,4,91
P91_50,22,10,3,91
P92_1,24,5,2,92
P92_2,2,4,4,92
P92_3,28,8,2,92
P92_4,13,5,1,92
P92_5,39,4,4,92
P92_6,34,19,2,92
P92_7,15,1,4,92
P92_8,48,11,2,92
P92_9,36,8,1,92
P92_10,38,3,4,92
P92_11,12,1,1,92
P92_12,2,8,5,92
P92_13,6,14,4,92
P92_14,6,18,1,92
P92_15,27,16,2,92
P92_16,29,20,4,92
P92_17,14,1,1,92
P92_18,48,12,3,92
P92_19,30,19,5,92
P92_20,3,17,2,92
P92_21,46,6,3,92
P92_22,44,16,3,92
P92_23,32,12,4,92
P92_24,24,14,4,92
P92_25,24,6,5,92
P92_26,19,15,2,92
P92_27,5,15,1,92
P92_28,34,6,1,92
P92_29,37,2,4,92
P92_30,19,5,5,92
P92_31,28,5,3,92
P92_32,48,16,1,92
P92_33,22,9,2,92
P92_34,15,3,1,92
P92_35,11,7,5,92
P92_36,24,11,2,92
P92_37,3,7,5,92
P92_38,43,3,1,92
P92_39,10,5,1,92
P92_40,7,18,3,92
P92_41,19,7,2,92
P92_42,39,15,4,92
P92_43,20,15,3,92
P92_44,19,4,4,92
P92_45,7,3,1,92
P92_46,45,12,2,92
P92_47,2,16,2,92
P92_48,38,19,5,92
P92_49,38,10,3,92
P92_50,5,4,1,92
P93_1,0,14,5,93
P93_2,27,17,3,93
P93_3,28,11,4,93
P93_4,10,1,4,93
P93_5,50,1,2,93
P93_6,13,17,3,93
P93_7,26,9,2,93
P93_8,23,20,5,93
P93_9,3,14,2,93
P93_10,10,4,2,93
P93_11,49,3,3,93
P93_12,24,19,4,93
P93_13,9,13,2,93
P93_14,18,12,3,93
P93_15,23,19,4,93
P93_16,42,17,3,93
P93_17,49,19,4,93
P93_18,3,10,3,93
P93_19,27,14,4,93
P93_20,9,17,3,93
P93_21,15,9,4,93
P93_22,8,6,4,93
P93_23,11,3,3,93
P93_24,13,7,5,93
P93_25,12,17,3,93
P93_26,32,10,3,93
P93_27,36,14,2,93
P93_28,19,3,3,93
P93_29,48,12,5,93
P93_30,3,16,4,93
P93_31,13,18,4,93
P93_32,36,20,5,93
P93_33,26,15,4,93
P93_34,26,9,1,93
P93_35,7,4,5,93
P93_36,22,19,5,93
P93_37,15,11,2,93
P93_38,17,3,1,93
P93_39,9,5,4,93
P93_40,6,6,4,93
P93_41,41,11,5,93
P93_42,6,6,5,93
P93_43,16,19,5,93
P93_44,42,16,5,93
P93_45,8,10,1,93
P93_46,46,10,5,93
P93_47,1,14,2,93
P93_48,36,20,1,93
P93_49,48,19,4,93
P93_50,35,20,1,93
P94_1,46,18,1,94
P94_2,39,17,2,94
P94_3,26,18,1,94
P94_4,28,1,1,94
P94_5,21,6,5,94
P94_6,17,19,5,94
P94_7,34,7,4,94
P94_8,40,7,4,94
P94_9,32,17,5,94
P94_10,34,2,1,94
P94_11,19,20,5,94
P94_12,22,4,2,94
P94_13,23,4,3,94
P94_14,48,3,4,94
P94_15,23,14,1,94
P94_16,16,13,3,94
P94_17,10,3,2,94
P94_18,29,7,1,94
P94_19,35,7,4,94
P94_20,42,13,2,94
P94_21,46,3,4,94
P94_22,3,4,1,94
P94_23,27,15,5,94
P94_24,11,7,3,94
P94_25,39,15,2,94
P94_26,38,12,5,94
P94_27,16,15,2,94
P94_28,19,20,2,94
P94_29,25,20,2,94
P94_30,43,15,1,94
P94_31,12,3,3,94
P94_32,46,13,5,94
P94_33,30,5,1,94
P94_34,7,1,1,94
P94_35,5,20,5,94
P94_36,28,9,1,94
P94_37,11,9,2,94
P94_38,47,12,1,94
P94_39,24,19,4,94
P94_40,44,11,1,94
P94_41,15,2,4,94
P94_42,10,7,5,94
P94_43,23,14,4,94
P94_44,37,2,2,94
P94_45,30,18,1,94
P94_46,4,7,2,94
P94_47,4,17,5,94
P94_48,44,1,1,94
P94_49,2,9,2,94
P94_50,40,5,3,94
P95_1,37,13,5,95
P95_2,8,9,3,95
P95_3,38,7,1,95
P95_4,1,4,4,95
P95_5,46,8,2,95
P95_6,6,3,1,95
P95_7,41,13,5,95
P95_8,39,7,5,95
P95_9,42,14,3,95
P95_10,20,10,3,95
P95_11,43,19,3,95
P95_12,46,6,1,95
P95_13,27,12,3,95
P95_14,48,1,5,95
P95_15,1,8,4,95
P95_16,37,14,5,95
P95_17,19,13,2,95
P95_18,18,17,4,95
P95_19,37,6,5,95
P95_20,5,20,1,95
P95_21,49,16,3,95
P95_22,24,11,5,95
P95_23,19,2,5,95
P95_24,31,3,4,95
P95_25,13,13,5,95
P95_26,43,16,4,95
P95_27,49,1,1,95
P95_28,47,8,2,95
P95_29,42,19,1,95
P95_30,47,8,4,95
P95_31,27,18,2,95
P95_32,22,9,4,95
P95_33,18,9,2,95
P95_34,33,6,5,95
P95_35,43,6,1,95
P95_36,11,6,3,95
P95_37,10,4,4,95
P95_38,50,3,1,95
P95_39,24,6,3,95
P95_40,10,20,2,95
P95_41,12,13,1,95
P95_42,21,18,1,95
P95_43,7,10,4,95
P95_44,18,19,2,95
P95_45,43,8,5,95
P95_46,38,9,5,95
P95_47,15,9,1,95
P95_48,18,17,4,95
P95_49,6,16,1,95
P95_50,29,9,3,95
P96_1,12,4,4,96
P96_2,9,2,4,96
P96_3,49,4,2,96
P96_4,46,3,5,96
P96_5,9,16,1,96
P96_6,22,20,2,96
P96_7,42,2,2,96
P96_8,4,4,4,96
P96_9,14,5,5,96
P96_10,36,7,5,96
P96_11,45,4,1,96
P96_12,33,17,4,96
P96_13,40,15,4,96
P96_14,32,4,2,96
P96_15,26,20,4,96
P96_16,3,3,1,96
P96_17,10,1,3,96
P96_18,19,10,4,96
P96_19,18,9,4,96
P96_20,1,6,4,96
P96_21,47,16,4,96
P96_22,43,15,5,96
P96_23,4,11,2,96
P96_24,17,12,5,96
P96_25,46,5,4,96
P96_26,40,11,3,96
P96_27,50,12,4,96
P96_28,45,14,2,96
P96_29,39,1,5,96
P96_30,25,9,5,96
P96_31,24,20,1,96
P96_32,35,2,3,96
P96_33,50,1,4,96
P96_34,27,7,2,96
P96_35,39,16,1,96
P96_36,19,14,4,96
P96_37,26,8,1,96
P96_38,38,17,5,96
P96_39,30,1,1,96
P96_40,24,6,1,96
P96_41,42,11,5,96
P96_42,23,18,2,96
P96_43,26,7,1,96
P96_44,47,5,5,96
P96_45,25,1,5,96
P96_46,29,4,4,96
P96_47,18,15,1,96
P96_48,33,3,3,96
P96_49,7,5,4,96
P96_50,19,17,3,96
P97_1,39,6,2,97
P97_2,37,7,4,97
P97_3,25,5,1,97
P97_4,10,4,3,97
P97_5,40,17,3,97
P97_6,14,20,4,97
P97_7,14,14,3,97
P97_8,38,3,2,97
P97_9,3,6,4,97
P97_10,19,16,2,97
P97_11,33,6,3,97
P97_12,43,19,1,97
P97_13,25,11,3,97
P97_14,12,3,3,97
P97_15,40,18,3,97
P97_16,7,6,3,97
P97_17,28,13,3,97
P97_18,44,4,4,97
P97_19,10,19,2,97
P97_20,3,3,2,97
P97_21,40,15,2,97
P97_22,22,3,3,97
P97_23,22,11,4,97
P97_24,6,14,2,97
P97_25,19,15,1,97
P97_26,23,9,5,97
P97_27,13,7,2,97
P97_28,46,3,4,97
P97_29,48,1,4,97
P97_30,38,17,2,97
P97_31,32,3,4,97
P97_32,42,9,5,97
P97_33,4,3,5,97
P97_34,17,3,2,97
P97_35,12,4,2,97
P97_36,30,12,2,97
P97_37,31,1,2,97
P97_38,46,6,2,97
P97_39,13,3,3,97
P97_40,17,10,1,97
P97_41,11,5,3,97
P97_42,47,13,4,97
P97_43,21,10,4,97
P97_44,3,1,3,97
P97_45,36,4,3,97
P97_46,0,20,3,97
P97_47,35,19,2,97
P97_48,18,5,3,97
P97_49,19,18,3,97
P97_50,7,20,2,97
P98_1,9,3,1,98
P98_2,41,18,3,98
P98_3,47,9,5,98
P98_4,14,19,5,98
P98_5,35,6,5,98
P98_6,11,3,5,98
P98_7,32,1,4,98
P98_8,21,2,5,98
P98_9,10,2,4,98
P98_10,7,1,2,98
P98_11,43,13,4,98
P98_12,17,5,3,98
P98_13,42,14,3,98
P98_14,24,1,1,98
P98_15,18,10,2,98
P98_16,26,18,2,98
P98_17,8,7,2,98
P98_18,7,2,3,98
P98_19,41,20,1,98
P98_20,7,7,2,98
P98_21,15,6,1,98
P98_22,30,5,4,98
P98_23,6,2,1,98
P98_24,8,17,3,98
P98_25,35,17,5,98
P98_26,47,15,1,98
P98_27,37,2,2,98
P98_28,34,11,1,98
P98_29,44,12,5,98
P98_30,13,11,1,98
P98_31,50,6,5,98
P98_32,32,12,5,98
P98_33,20,15,3,98
P98_34,38,7,2,98
P98_35,23,10,3,98
P98_36,37,7,4,98
P98_37,48,1,5,98
P98_38,11,1,4,98
P98_39,19,19,1,98
P98_40,48,17,1,98
P98_41,48,14,1,98
P98_42,8,10,4,98
P98_43,43,19,3,98
P98_44,16,9,1,98
P98_45,36,14,1,98
P98_46,1,9,3,98
P98_47,19,20,3,98
P98_48,49,19,4,98
P98_49,32,17,4,98
P98_50,39,1,5,98
P99_1,14,14,5,99
P99_2,15,16,4,99
P99_3,36,11,4,99
P99_4,33,2,1,99
P99_5,38,11,3,99
P99_6,25,15,5,99
P99_7,46,18,5,99
P99_8,11,14,2,99
P99_9,30,3,5,99
P99_10,37,20,3,99
P99_11,47,5,1,99
P99_12,33,14,2,99
P99_13,23,5,5,99
P99_14,20,2,2,99
P99_15,32,10,3,99
P99_16,30,20,1,99
P99_17,16,10,5,99
P99_18,13,6,2,99
P99_19,37,15,1,99
P99_20,41,19,5,99
P99_21,25,20,4,99
P99_22,23,15,2,99
P99_23,10,11,1,99
P99_24,12,17,2,99
P99_25,50,11,4,99
P99_26,33,9,2,99
P99_27,45,6,1,99
P99_28,3,14,5,99
P99_29,21,6,2,99
P99_30,23,11,2,99
P99_31,48,11,5,99
P99_32,34,5,5,99
P99_33,16,3,3,99
P99_34,43,5,5,99
P99_35,37,11,1,99
P99_36,42,8,4,99
P99_37,21,7,3,99
P99_38,32,10,3,99
P99_39,6,12,2,99
P99_40,33,8,1,99
P99_41,20,17,4,99
P99_42,41,4,1,99
P99_43,0,17,2,99
P99_44,49,20,4,99
P99_45,35,14,2,99
P99_46,19,20,3,99
P99_47,10,17,1,99
P99_48,23,10,2,99
P99_49,11,4,3,99
P99_50,13,14,2,99
P100_1,2,4,3,100
P100_2,21,15,2,100
P100_3,38,11,2,100
P100_4,27,7,1,100
P100_5,8,18,4,100
P100_6,36,1,5,100
P100_7,8,20,2,100
P100_8,36,7,4,100
P100_9,4,12,2,100
P100_10,0,15,3,100
P100_11,47,20,5,100
P100_12,45,3,3,100
P100_13,32,11,5,100
P100_14,25,13,1,100
P100_15,6,2,3,100
P100_16,32,19,3,100
P100_17,3,8,4,100
P100_18,7,13,5,100
P100_19,32,1,1,100
P100_20,33,9,5,100
P100_21,18,15,5,100
P100_22,29,2,3,100
P100_23,32,14,3,100
P100_24,3,18,1,100
P100_25,6,7,4,100
P100_26,10,12,4,100
P100_27,22,12,2,100
P100_28,15,3,5,100
P100_29,37,9,1,100
P100_30,3,14,1,100
P100_31,37,5,3,100
P100_32,19,12,5,100
P100_33,12,17,3,100
P100_34,3,3,3,100
P100_35,16,2,2,100
P100_36,16,7,2,100
P100_37,46,13,1,100
P100_38,45,18,3,100
P100_39,4,17,1,100
P100_40,19,18,2,100
P100_41,9,19,1,100
P100_42,6,4,4,100
P100_43,48,12,1,100
P100_44,26,19,2,100
P100_45,33,20,2,100
P100_46,49,14,1,100
P100_47,46,6,2,100
P100_48,33,14,5,100
P100_49,17,18,2,100
P100_50,39,6,1,100
